Tipo,Num,Proceso,Enviar A,Fecha Hallazgo,Estado,Eficacia Global,Descripción,Servicio,Fuente,Reportado Por,Indicador,Actividad,,,,,,Fecha Cierre Proyectada,Avance %,Dias,Fecha Cierre,Causa Raiz
No Conformidad,1412,Misionales,calidad,09/Mar/2025,Vencida,,"42.9. Sujeción de pacientes: La ESE presenta documento PT-MI-UR-55 protocolo de inmovilización paciente inconsciente y psiquiátrico el cual tiene como objetivo establecer las actividades que garanticen la correcta inmovilización del paciente, al momento de la verificación no se cuenta con soporte de socialización.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1413,Misionales,calidad,09/Mar/2025,Vencida,,"42.11. Cateterismo vesical: La ESE presenta documento PT-MI-UR-14 Versión 1 fecha agosto del 2020-en el cual no se especifica que elementos son necesarios para la inmovilización de pacientes, no se evidencia el alcance de aplicación del documento.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1414,Misionales,calidad,09/Mar/2025,Vencida,,"42.13. llustrar al paciente en el auto cuidado de la salud y la preservación de la seguridad de su atención: El prestador cuenta con documento definido como PROTOCOLO AUTOCUIDADO PACIENTE Y SUS CUIDADORES PT-MI-HO 01- Versión 2 fecha junio 20204, no se encuentra socializado para el año 2024.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1415,Misionales,calidad,09/Mar/2025,Vencida,,42.14. Informacién a usuarios: El prestador no presenta documento solicitado:,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1416,Misionales,calidad,09/Mar/2025,Vencida,,"42.15. Revisión del carro de paro: Cuenta con el documento CHEQUEO DEL DESFIBIRLADOR Y VERIFICACIÓN DEL CARRO DE PARO, sin codigo Versión 2 Fecha Junio 2022. No se encuentra dentro de la tematica a socializar para el año 2024.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1417,Misionales,calidad,09/Mar/2025,Vencida,,"42.16. Actividades de rehabilitación: fisioterapia, terapia ocupacional y terapia del lenguaje, que incluya los tipos de elementos e insumas requeridos para cada tipo de actividad, según se requiera: El prestador presenta PROTOCOLO DE ATENCIÓN EN FISIOTERAPIA Códgio PT-MI- CE-53Versión 0 del 2023, cuenta con documentos definidos respecto a la terapia respiratoria y física con los insumos requeridos para la prestación del servicio . Sin embargo no presentan documento, no se evidencia socialización para el año 2024.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1418,Misionales,calidad,09/Mar/2025,Vencida,,"48. Cumple con los criterios que le sean aplicables de todos los servicios: Ver transversal de historia clinica, cuenta con historia clinica digital.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1419,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.1. Fonendoscopio para adulto o pediátrico según la oferta del servicio: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1420,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.2. Tensiómetro para adulto o pediátrico según la oferta del servicio: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1421,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.3. Equipo de órganos de los sentidos: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1422,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.4 Oximetro: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1423,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.5. Glucómetro: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1424,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.6. Martillo de reflejos: No cuenta con el equipo de este ítem correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1425,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"24.7. Termómetro, cuanto lo requiera: No cuenta con el equipo de este item correspondiente.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1426,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.8. Cinta métrica: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1427,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"24.9. Báscula grado médico o pesa bebé, según la oferta del servicio: No cuenta con el equipo de este item correspondiente.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1428,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"25. El prestador de servicios de salud cuenta con la dotación necesaria para realizar los procedimientos documentados en el estándar de procesos prioritarios: El prestador informa de forma verbal que para las salidas extramurales solo utilizan tensiómetro, fonendoscopio, bascula y tallimetro, pero esto no se encuentra documentando desde el estándar de procesos prioritarios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1429,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,32. Cumple con los criterios que le sean aplicables de todos los servicios: No Cumple con los criterios que le sean aplicables de todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1430,Misionales,calidad,09/Mar/2025,Vencida,,"35.1. Procedimientos que se pueden realizar, incluyendo aquellos que requieran anestesia local y no impliquen anestesia regional ni general: Presenta el listado de procedimiento que se ejecutan dentro de la parte asistencial por parte de los profesionales de enfermeria para los servicios intramurales, para la prestación extramural no cuenta con documentado.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1431,Misionales,calidad,09/Mar/2025,Vencida,,35.2.1. Preparación: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1432,Misionales,calidad,09/Mar/2025,Vencida,,35.2.2. Recomendaciones post procedimiento: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1433,Misionales,calidad,09/Mar/2025,Vencida,,35.2.3. Controles: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1434,Misionales,calidad,09/Mar/2025,Vencida,,35.2.4. Posibles complicaciones: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1435,Misionales,calidad,09/Mar/2025,Vencida,,"36.1. Manejo de pacientes con enfermedad respiratoria alta y baja, que incluya ingreso, valoración y seguimiento del estado critico: El prestador presenta documento MANEJO ENFERMEDAD RESPIRATORIA AGUDA EN LA SALA DE ERA Código PR-MI-UR-78 Versión 1 Fecha: febrero del 2024, el objetivo es mantener vigilancia continua en pacientes ingresados en el servicios de urgencias con problemas respiratorios sea alta o baja para difundir medidas de prevención, se tiene definido criterios de ingreso, no se evidencia definido que se acciones se realizan en valoración, no se tiene definidos responsable a cargo de la prestación del servicio según el perfil profesional y no se tiene definido el seguimiento del paciente crítico, no se tiene definido equipos biomédicos requeridos para la atención, no se encuentra socializados, ni programado dentro del plan de capacitación anual 2024.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1436,Misionales,calidad,09/Mar/2025,Vencida,,"41. Cumple con los criterios que le sean aplicables de todos los servicios: Ver transversal de historia clinica, cuenta con historia clinica digital.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1437,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.1. Fonendoscopio para adulto o pediátrico según la oferta del servicio: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1438,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.2. Tensiómetro para adulto o pediátrico según la oferta del servicio: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1439,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.3. Equipo de órganos de los sentidos: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1440,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.4. Oximetro: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1441,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.5. Glucómetro: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1442,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.6. Martillo de reflejos: No cuenta con el equipo de este ítem correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1443,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"24.7. Termómetro, cuanto lo requiera: No cuenta con el equipo de este item correspondiente.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1444,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,24.8. Cinta métrica: No cuenta con el equipo de este item correspondiente.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1445,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"24.9. Báscula grado médico o pesa bebé, según la oferta del servicio: No cuenta con el equipo de este item correspondiente.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1446,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"25. El prestador de servicios de salud cuenta con la dotación necesaria para realizar los procedimientos documentados en el estándar de procesos prioritarios: El prestador informa de forma verbal que para las salidas extramurales solo utilizan tensiómetro, fonendoscopio, bascula y tallimetro, pero esto no se encuentra documentando desde el estándar de procesos prioritarios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1447,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,32. Cumple con los criterios que le sean aplicables de todos los servicios: No Cumple con los criterios que le sean aplicables de todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1448,Misionales,calidad,09/Mar/2025,Vencida,,"35.1. Procedimientos que se pueden realizar, incluyendo aquellos que requieran anestesia local y no impliquen anestesia regional ni general: Presenta el listado de procedimiento que se ejecutan dentro de la parte asistencial por parte de los profesionales de medicina general para los servicios intramurales, para la prestación extramural no cuenta con documentado.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1449,Misionales,calidad,09/Mar/2025,Vencida,,35.2.1. Preparación: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1450,Misionales,calidad,09/Mar/2025,Vencida,,35.2.2. Recomendaciones post procedimiento: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1451,Misionales,calidad,09/Mar/2025,Vencida,,35.2.3. Controles: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1452,Misionales,calidad,09/Mar/2025,Vencida,,35.2.4. Posibles complicaciones: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1453,Misionales,calidad,09/Mar/2025,Vencida,,"36.1. Manejo de pacientes con enfermedad respiratoria alta y baja, que incluya ingreso, valoración y seguimiento del estado crítico: El prestador presenta documento MANEJO ENFERMEDAD RESPIRATORIA AGUDA EN LA SALA DE ERA Código PR-MI-UR-78 Versión 1 Fecha: febrero del 2024, el objetivo es mantener vigilancia continua en pacientes ingresados en el servicios de urgencias con problemas respiratorios sea alta o baja para difundir medidas de prevención, se tiene definido criterios de ingreso, no se evidencia definido que se acciones se realizan en valoración, no se tiene definidos responsable a cargo de la prestación del servicio según el perfil profesional y no se tiene definido el seguimiento del paciente crítico, no se tiene definido equipos biomédicos requeridos para la atención, no se encuentra socializados ni programado dentro del plan de capacitación anual 2024.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1454,Misionales,calidad,09/Mar/2025,Vencida,,"41. Cumple con los criterios que le sean aplicables de todos los servicios: Ver transversal de historia clinica, cuenta con historia clinica digital.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1455,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"23.6. Instrumental básico definido por el prestador de acuerdo con la oferta del servicio (adultos o pediatría), la capacidad instalada, los procedimientos documentados en el estándar de procesos prioritarios y la técnica de esterilización y numero de ciclos de esterilización al dia: En el estándar de procesos prioritarios no se evidencia documentado el instrumental de acuerdo a lo verificado, tampoco se evidencia la técnica de esterilización y numero de ciclos de esterilización al día.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1456,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,26.2. Lámpara de fotocurado o amalgamador según la oferta del servicio: No cuentan con lámpara de fotocurado para la modalidad.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1457,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"26.6. Instrumental básico estéril definido por el prestador de acuerdo con la oferta del servicio (adultos o pediatria), la capacidad instalada y los procedimientos documentados en el estándar de procesos prioritarios: En el estándar de procesos prioritarios no se evidencia documentado el instrumental de acuerdo a lo verificado, tampoco se evidencia la técnica de esterilización y numero de ciclos de esterilización al día.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1458,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,27. Cumple con los criterios que le sean aplicables de todos los servicios: Revisar estándar transversal.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1459,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,32. Cumple con los criterios que le sean aplicables de todos los servicios: No Cumple con los criterios que le sean aplicables de todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1460,Misionales,calidad,09/Mar/2025,Vencida,,"35.1. Procedimientos que se pueden realizar, incluyendo aquellos que requieran anestesia local y no impliquen anestesia regional ni general: El prestador no cuenta con documento donde se evidencia los requisitos para manejo de anestesia local, cuenta con anotaciones en los protocolos de procedimientos donde défine el manejo de la anestesia pero no describe las cantidades y riesgos posibles para el manejo y uso de los anestesico locales.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1461,Misionales,calidad,09/Mar/2025,Vencida,,35.2.1. Preparación: No cuenta con la información solicitada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1462,Misionales,calidad,09/Mar/2025,Vencida,,35.2.2. Recomendaciones post procedimiento: No cuenta con la información solicitada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1463,Misionales,calidad,09/Mar/2025,Vencida,,35.2.3. Controles: No cuenta con la información solicitada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1464,Misionales,calidad,09/Mar/2025,Vencida,,35.2.4. Posibles complicaciones: No cuenta con la información solicitada.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1465,Misionales,calidad,09/Mar/2025,Vencida,,"41. Cumple con los criterios que le sean aplicables de todos los servicios: El prestador no cuenta con registros de consentimientos firmados por el paciente ni por el profesional, se evidencia espacios vacios, en los registros de la historia clínica.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1466,Misionales,calidad,09/Mar/2025,Vencida,,1.1. Profesional de la medicina o profesional de la enfermería: Se debe asignar un profesional de la Enfermeria o de la medicina para la supervisión del personal auxiliar.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1467,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"Si se presenta interrupción de la cadena de frío, el prestador de servicios de salud realiza notificación segun el procedimiento establecido por el Invima: No cumplen con los criterios que sean aplicables de todos los servicio, cuenta con protocolo de notificacion si se presenta interrupción de la cadena de frio.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1468,Misionales,calidad,09/Mar/2025,Vencida,,"10.1 Si el prestador de servicios de salud administra la vacuna en un ambiente diferente al consultorio de vacunación cuenta con información documentada para el alistamiento de los biológicos para uso diario, así como la conservación de la cadena de frío: El prestador presenta documento denominado SALIDA EXTRAMURAL PT-MI-CE-25 Versión 03 Fecha enero 2024, el cual se identifica que el documento no cuenta con la descripción de alistamiento del biologicos y se debera ampliar la conservación de la cadena frío ya que no se cuenta con la especificidad definida para la zona. El documento no se cuenta socializado ni programado dentro del plan de capacitación 2024.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1469,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,32. Cumple con los criterios que le sean aplicables de todos los servicios: No Cumple con los criterios que le sean aplicables de todos los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1470,Misionales,calidad,09/Mar/2025,Vencida,,"41. Cumple con los criterios que le sean aplicables de todos los servicios: En visita de verificación no cumple con los criterios que le sean aplicables de todos los servicios, adicionalmente se evidencia que en el servicio la profesional no cuenta con computador para los registros de la historia clínica al momento de la atención , se evidencia que no todas las historias clínicas cuentan con consentimientos informados.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1471,Gestión de Talento Humano,calidad,09/Mar/2025,Vencida,,"1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1472,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,7. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con todos los criterios aplicable a los servicios.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1473,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"12. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Revisar estándar transversal.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1474,Gestión de Recursos,calidad,09/Mar/2025,Vencida,,"14. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Medicamentos, dispositivos médicos e insumos requeridos para el procesamiento de las Medicamentos, dispositivos médicos e insumos requeridos para el procesamiento de las muestras, de acuerdo con las pruebas que realice: 14. Cumple con los criterios que le sean aplicables de todos los Medicamentos, dispositivos médicos e insumos requeridos para el procesamiento de las muestras.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1475,Misionales,calidad,09/Mar/2025,Vencida,,16. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: Verificar trasversal.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1476,Misionales,calidad,09/Mar/2025,Vencida,,"16.1. Programa de control de calidad interno y externo, que contemple las pruebas realizadas: El prestador para la vigencia 2024 no ha participado en el control externo de calidad, presenta soporte de contratación desde el mes de octubre 2024, para la participación en el año 2023 se observa que el analito de bilirrubinas presenta un mal desempeño, se encuentra con rangos que deben ser intervenidos. Los controles internos se diligencian software Medlab con buen comportamiento.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1477,Misionales,calidad,09/Mar/2025,Vencida,,16.2. Validación secundaria o verificación: No se cuenta con la información solicitada en el momento de la visita.,,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1478,Misionales,calidad,09/Mar/2025,Vencida,,"16.3. Análisis de los reportes del control de calidad y toma de medidas preventivas y correctivas: Se observan registro de análisis a los reportes, el profesional indica no procesar Bilirrubinas por comportamiento del analito. No se evidencia toma de medidas correctivas para solucionar el mal desempeño de las blirubinas, lo que afecta la oferta de esta prueba necesaria para los pacientes que la requieran.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1479,Misionales,calidad,09/Mar/2025,Vencida,,"16.4. Toma, identificación, transporte, conservación, embalaje y remisión de las muestras, cuando aplique: El prestador cuenta con documento MA-MI-LA 13 Manual de toma, transporte, conservación y remisión de muestras de laboratorio clínico, la modalidad extramural no se encuentra documentada, se diligencia el formato registro y transporte de muestras de laboratorio FT-MI-LA- 103 no se cuenta con el diligenciamiento de todos los campos que permiten realizar la trazabilidad de las muestras, no cuentan con la trazabilidad de la temperatura de las muestras en la modalidad extramural. Para los analitos no procesados en la sede se diligencia el formato LX-TMS-RC-002 Registro remisión de muestras puntos de atención perteneciente al laboratorio de referencia.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1480,Misionales,calidad,09/Mar/2025,Vencida,,"16.6. Supervisión de la toma de muestras cuando sea realizada por los auxiliares, cuando aplique: El prestador no presenta la información solicitada, se indica que en los servicios de urgencias y hospitalización son tomadas por el personas de estos servicios.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1481,Misionales,calidad,09/Mar/2025,Vencida,,"16.7. Limpieza y desinfección del material que se utilice en el procesamiento de las muestras, cuando aplique: El prestador cuenta con documento PT MI-5G-03 Manual de limpieza y desinfección se debe ajustar indicando como se debe preparar la solución del jabón neutro. En el momento de la visita se evidencia que la solucion preparada no se realiza de acuerdo a las indicaciones del fabricante.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
No Conformidad,1482,Misionales,calidad,09/Mar/2025,Vencida,,"16.8. Control de calidad de las “pruebas en el punto de atención del paciente - (point of care testing -POCT)”, cuando aplique: El prestador no cuenta con controles de calidad para las pruebas de VIH, Sifilis, Dengue, Hepatitis B.",,Visitas de verificación de la Secretaría de Salud Departamental del Cauca - La Vega - La Vega,Administrador,,,,,,,,30/Jun/2025,0 %,-150,,
